id,imdb_id,title,release_date,vote_average,vote_count
376660,tt1878870,The Edge of Seventeen,2016-11-18,7.3,952.0
62214,tt1142977,Frankenweenie,2012-10-04,6.6,951.0
146,tt0190332,"Crouching Tiger, Hidden Dragon",2000-10-01,7.2,949.0
9029,tt1033643,What Happens in Vegas,2008-05-07,5.8,949.0
1367,tt0079817,Rocky II,1979-06-15,6.9,948.0
4256,tt0306047,Scary Movie 3,2003-10-24,5.8,948.0
9705,tt0244244,Swordfish,2001-06-07,6.1,946.0
2898,tt0119822,As Good as It Gets,1997-12-19,7.2,946.0
103663,tt2106476,The Hunt,2012-08-28,7.9,946.0
52451,tt1509767,The Three Musketeers,2011-08-31,5.6,945.0
59108,tt0471042,Tower Heist,2011-11-02,5.8,945.0
9602,tt0094898,Coming to America,1988-06-28,6.5,944.0
1587,tt0108550,What's Eating Gilbert Grape,1993-12-17,7.5,943.0
11778,tt0077416,The Deer Hunter,1978-12-08,7.8,943.0
470,tt0315733,21 Grams,2003-09-06,7.2,943.0
2164,tt0111282,Stargate,1994-10-27,6.8,942.0
9390,tt0116695,Jerry Maguire,1996-12-06,6.7,941.0
714,tt0120347,Tomorrow Never Dies,1997-12-11,6.0,941.0
109443,tt1229340,Anchorman 2: The Legend Continues,2013-12-18,6.0,940.0
829,tt0071315,Chinatown,1974-06-20,7.9,939.0
340837,tt4731136,A Cure for Wellness,2017-02-15,6.0,939.0
663,tt0890870,Saw IV,2007-10-25,5.9,938.0
9506,tt0305224,Anger Management,2003-04-11,5.9,937.0
8367,tt0102798,Robin Hood: Prince of Thieves,1991-06-14,6.6,937.0
49527,tt1568338,Man on a Ledge,2012-01-13,6.2,936.0
109451,tt1985966,Cloudy with a Chance of Meatballs 2,2013-09-26,6.4,936.0
9078,tt0057546,The Sword in the Stone,1963-12-25,6.9,935.0
7840,tt0443649,"10,000 BC",2008-02-22,5.1,934.0
9476,tt0183790,A Knight's Tale,2001-05-11,6.6,933.0
41446,tt1262416,Scream 4,2011-04-11,6.1,930.0
9471,tt0305357,Charlie's Angels: Full Throttle,2003-06-27,5.2,930.0
74465,tt1389137,We Bought a Zoo,2011-12-22,6.5,928.0
12222,tt0451079,Horton Hears a Who!,2008-03-03,6.3,927.0
241,tt0110632,Natural Born Killers,1994-08-25,6.9,927.0
43539,tt1458175,The Next Three Days,2010-11-18,6.9,927.0
301365,tt1974419,The Neon Demon,2016-06-08,6.4,926.0
243688,tt1029360,Poltergeist,2015-05-20,5.0,924.0
10202,tt0960731,Bedtime Stories,2008-12-24,5.9,924.0
10316,tt1124035,The Ides of March,2011-09-24,6.5,924.0
957,tt0094012,Spaceballs,1987-06-24,6.7,924.0
50348,tt1189340,The Lincoln Lawyer,2011-03-17,7.0,923.0
10330,tt0322330,Freaky Friday,2003-08-03,6.0,919.0
12113,tt0758774,Body of Lies,2008-10-10,6.5,919.0
9473,tt0158983,"South Park: Bigger, Longer & Uncut",1999-06-30,7.1,916.0
62215,tt1527186,Melancholia,2011-05-26,7.0,915.0
764,tt0083907,The Evil Dead,1981-10-15,7.3,913.0
1885,tt0087538,The Karate Kid,1984-06-22,6.9,913.0
1690,tt0450278,Hostel,2005-01-06,5.7,913.0
9297,tt0385880,Monster House,2006-07-21,6.3,912.0
23048,tt1231587,Hot Tub Time Machine,2010-03-26,5.9,911.0
46705,tt1120985,Blue Valentine,2010-12-27,6.9,911.0
11619,tt0424095,Flushed Away,2006-10-22,6.0,909.0
89492,tt1758830,This Is 40,2012-12-20,5.6,909.0
391,tt0058461,A Fistful of Dollars,1964-09-12,7.6,909.0
1656,tt0386140,The Legend of Zorro,2005-10-24,5.9,909.0
6145,tt0488120,Fracture,2007-04-20,7.1,908.0
8835,tt0250494,Legally Blonde,2001-07-13,6.2,908.0
80271,tt1592873,LOL,2012-02-10,5.8,905.0
339964,tt2239822,Valerian and the City of a Thousand Planets,2017-07-20,6.7,905.0
316023,tt2823054,Mike and Dave Need Wedding Dates,2016-07-07,5.9,901.0
5236,tt0373469,Kiss Kiss Bang Bang,2005-09-05,7.2,900.0
881,tt0104257,A Few Good Men,1992-12-11,7.1,899.0
116149,tt1109624,Paddington,2014-11-27,7.0,899.0
80035,tt1298649,The Watch,2012-07-26,5.3,899.0
9032,tt0142342,Big Daddy,1999-06-25,6.2,898.0
8068,tt0112851,Desperado,1995-08-25,6.8,898.0
204082,tt2312718,Homefront,2013-11-27,6.4,898.0
37958,tt1253864,Immortals,2011-11-10,5.7,898.0
76025,tt1723811,Shame,2011-10-02,7.0,897.0
192102,tt2172934,3 Days to Kill,2014-02-14,6.0,896.0
86825,tt1682180,Stoker,2013-02-28,6.5,895.0
1371,tt0084602,Rocky III,1982-05-28,6.6,894.0
10054,tt0227538,Spy Kids,2001-03-18,5.5,893.0
346,tt0047478,Seven Samurai,1954-04-26,8.2,892.0
55779,tt1622979,Final Destination 5,2011-08-12,5.9,892.0
805,tt0063522,Rosemary's Baby,1968-06-12,7.5,892.0
10501,tt0138749,The Road to El Dorado,2000-03-31,7.0,892.0
10830,tt0117008,Matilda,1996-08-02,6.9,892.0
1970,tt0391198,The Grudge,2004-10-22,5.8,889.0
615,tt0335345,The Passion of the Christ,2004-02-25,6.9,888.0
77987,tt1602613,Only God Forgives,2013-05-30,5.6,886.0
8054,tt1054606,The Imaginarium of Doctor Parnassus,2009-10-01,6.3,885.0
13649,tt0810900,High School Musical 2,2007-08-17,6.1,884.0
10948,tt0082406,The Fox and the Hound,1981-07-10,7.0,884.0
1369,tt0089880,Rambo: First Blood Part II,1985-05-21,6.3,884.0
10521,tt0901476,Bride Wars,2009-01-09,5.9,884.0
9362,tt0100814,Tremors,1990-01-19,6.6,882.0
3082,tt0027977,Modern Times,1936-02-05,8.1,881.0
3034,tt0072431,Young Frankenstein,1974-12-15,7.7,880.0
1738,tt0435705,Next,2007-04-24,5.9,880.0
263472,tt3605418,Knock Knock,2015-06-26,4.9,880.0
55787,tt1067583,Water for Elephants,2011-03-15,6.7,879.0
149509,tt1528071,Horns,2013-09-06,6.2,878.0
15092,tt1121931,Crank: High Voltage,2009-04-16,5.9,878.0
38117,tt1152398,Beastly,2011-01-21,5.9,878.0
36643,tt0143145,The World Is Not Enough,1999-11-08,6.0,878.0
27573,tt1038919,The Bounty Hunter,2010-03-16,5.6,878.0
265195,tt3011894,Wild Tales,2014-08-21,7.7,878.0
10515,tt0092067,Castle in the Sky,1986-08-02,7.8,877.0
68,tt0088846,Brazil,1985-02-20,7.6,877.0
60935,tt0905372,The Thing,2011-10-12,6.0,876.0
4538,tt0838221,The Darjeeling Limited,2007-09-29,7.1,876.0
9486,tt0274166,Johnny English,2003-04-06,6.0,875.0
9919,tt0251127,How to Lose a Guy in 10 Days,2003-02-07,6.3,873.0
38408,tt1055292,Life As We Know It,2010-10-02,6.6,873.0
2907,tt0101272,The Addams Family,1991-11-22,6.7,871.0
274167,tt1528854,Daddy's Home,2015-12-25,5.8,870.0
8656,tt0120647,Deep Impact,1998-05-08,5.9,870.0
947,tt0056172,Lawrence of Arabia,1962-12-10,7.8,870.0
9023,tt0166813,Spirit: Stallion of the Cimarron,2002-05-24,7.4,870.0
7735,tt1063669,The Wave,2008-03-11,7.5,870.0
402,tt0103772,Basic Instinct,1992-03-20,6.5,869.0
168530,tt1408253,Ride Along,2014-01-07,6.1,867.0
11452,tt0283111,National Lampoon’s Van Wilder,2002-03-29,5.9,867.0
2252,tt0765443,Eastern Promises,2007-09-14,7.2,867.0
10022,tt0395699,The Pacifier,2005-03-04,5.8,865.0
10312,tt0129290,Patch Adams,1998-12-25,7.0,863.0
1089,tt0102685,Point Break,1991-07-12,6.9,861.0
82703,tt0864835,Mr. Peabody & Sherman,2014-02-07,6.7,861.0
46838,tt1465522,Tucker and Dale vs Evil,2010-01-22,7.3,860.0
9489,tt0128853,You've Got Mail,1998-12-17,6.3,859.0
9772,tt0118571,Air Force One,1997-07-25,6.2,859.0
154400,tt1600196,The Drop,2014-09-12,6.7,859.0
1246,tt0479143,Rocky Balboa,2006-12-20,6.5,858.0
11887,tt0962726,High School Musical 3: Senior Year,2008-10-22,6.1,858.0
19994,tt1131734,Jennifer's Body,2009-09-18,5.3,858.0
4233,tt0120082,Scream 2,1997-12-09,6.1,856.0
49517,tt1340800,Tinker Tailor Soldier Spy,2011-09-16,6.6,856.0
2310,tt0442933,Beowulf,2007-11-05,5.5,855.0
37247,tt0061722,The Graduate,1967-12-21,7.6,855.0
310307,tt4276820,The Founder,2016-11-24,7.0,855.0
9323,tt0113568,Ghost in the Shell,1995-11-18,7.8,854.0
9637,tt0267913,Scooby-Doo,2002-06-14,5.4,853.0
26388,tt1462758,Buried,2010-09-24,6.6,853.0
171274,tt1791528,Inherent Vice,2014-12-25,6.5,852.0
1381,tt0414993,The Fountain,2006-09-06,6.8,852.0
766,tt0106308,Army of Darkness,1992-10-09,7.3,852.0
8920,tt0356634,Garfield,2004-06-10,5.2,851.0
19912,tt1144884,The Final Destination,2009-08-26,5.4,851.0
9767,tt0452594,The Break-Up,2006-06-01,5.6,851.0
13809,tt1032755,RockNRolla,2008-09-04,6.9,851.0
20453,tt1187043,3 Idiots,2009-12-23,7.8,850.0
59,tt0399146,A History of Violence,2005-09-23,6.9,850.0
62835,tt1657507,Colombiana,2011-07-27,6.5,848.0
796,tt0139134,Cruel Intentions,1999-03-05,6.6,848.0
8374,tt0144117,The Boondock Saints,1999-01-22,7.2,848.0
11917,tt1132626,Saw V,2008-10-23,6.0,848.0
49526,tt1547234,Premium Rush,2012-08-24,6.2,848.0
9837,tt0120794,The Prince of Egypt,1998-12-15,6.9,847.0
4442,tt0355295,The Brothers Grimm,2005-08-26,5.6,847.0
2288,tt0376541,Closer,2004-12-01,6.7,845.0
86829,tt2042568,Inside Llewyn Davis,2013-10-06,7.2,845.0
334,tt0175880,Magnolia,1999-12-08,7.5,844.0
321741,tt3322364,Concussion,2015-11-12,7.0,844.0
10591,tt0265208,The Girl Next Door,2004-04-09,6.3,844.0
9481,tt0145681,The Bone Collector,1999-11-04,6.5,843.0
201088,tt2717822,Blackhat,2015-01-13,5.1,842.0
1832,tt0120655,Dogma,1999-11-12,6.8,842.0
9470,tt0373074,Kung Fu Hustle,2004-02-10,7.2,841.0
1443,tt0159097,The Virgin Suicides,1999-04-21,7.1,841.0
112949,tt1702439,Safe Haven,2013-02-07,6.9,840.0
347031,tt4034354,Swiss Army Man,2016-06-24,6.8,839.0
2666,tt0118929,Dark City,1998-02-27,7.2,838.0
37094,tt0106856,Falling Down,1993-02-26,7.2,837.0
44040,tt1314655,Devil,2010-01-13,5.8,836.0
239,tt0053291,Some Like It Hot,1959-03-18,8.0,835.0
10637,tt0210945,Remember the Titans,2000-09-29,7.4,835.0
8055,tt0976051,The Reader,2008-12-10,7.2,835.0
273895,tt1020072,Selma,2014-12-25,7.4,835.0
376570,tt5022702,Hush,2016-03-12,6.9,834.0
11216,tt0095765,Cinema Paradiso,1988-11-17,8.2,834.0
314,tt0327554,Catwoman,2004-07-22,4.2,833.0
180299,tt2265171,The Raid 2,2014-03-27,7.6,832.0
1934,tt0138097,Shakespeare in Love,1998-12-11,6.8,831.0
756,tt0032455,Fantasia,1940-11-13,7.2,831.0
216282,tt2106361,Into the Storm,2014-08-06,5.8,829.0
9603,tt0112697,Clueless,1995-07-19,6.9,828.0
9477,tt0349683,King Arthur,2004-07-07,6.1,827.0
339397,tt4513674,Café Society,2016-05-11,6.4,826.0
252,tt0067992,Willy Wonka & the Chocolate Factory,1971-06-29,7.4,826.0
4148,tt0959337,Revolutionary Road,2008-12-19,6.8,824.0
943,tt0104714,Lethal Weapon 3,1992-05-15,6.4,824.0
37056,tt0892318,Letters to Juliet,2010-05-14,6.6,823.0
2756,tt0096754,The Abyss,1989-08-09,7.1,822.0
5123,tt0426931,August Rush,2007-11-21,7.2,821.0
249397,tt2382009,Nymphomaniac: Vol. II,2013-12-25,6.6,820.0
87818,tt1333125,Movie 43,2013-01-01,4.5,816.0
24420,tt0452694,The Time Traveler's Wife,2009-08-14,6.7,815.0
329833,tt1608290,Zoolander 2,2016-02-06,4.7,814.0
4258,tt0795461,Scary Movie 5,2013-04-11,4.6,813.0
137093,tt1204975,Last Vegas,2013-10-31,6.4,813.0
4995,tt0118749,Boogie Nights,1997-09-11,7.5,812.0
146198,tt1712261,Triple 9,2016-02-19,5.6,812.0
609,tt0084516,Poltergeist,1982-06-04,7.1,811.0
81,tt0087544,Nausicaä of the Valley of the Wind,1984-03-11,7.7,808.0
6795,tt0406375,Zathura: A Space Adventure,2005-11-06,6.1,808.0
72387,tt1656190,Safe,2012-04-16,6.3,808.0
77174,tt1623288,ParaNorman,2012-08-03,6.7,808.0
8619,tt0311113,Master and Commander: The Far Side of the World,2003-11-14,6.9,808.0
786,tt0181875,Almost Famous,2000-09-15,7.4,807.0
14560,tt1114740,Paul Blart: Mall Cop,2009-01-15,5.2,807.0
205,tt0395169,Hotel Rwanda,2004-09-11,7.5,805.0
6075,tt0106519,Carlito's Way,1993-11-10,7.7,805.0
9291,tt0398165,The Longest Yard,2005-05-19,6.2,804.0
381341,tt4901306,Perfect Strangers,2016-02-11,7.8,803.0
9334,tt0277296,The Scorpion King,2002-04-16,5.3,802.0
5174,tt0293564,Rush Hour 3,2007-08-08,6.1,801.0
397243,tt3289956,The Autopsy of Jane Doe,2016-12-21,6.3,799.0
192141,tt1781922,No Escape,2015-08-26,6.7,798.0
63311,tt1189073,The Skin I Live In,2011-08-17,7.4,797.0
9315,tt0408790,Flightplan,2005-09-22,6.1,796.0
5966,tt0343135,Along Came Polly,2004-01-16,5.8,795.0
257088,tt2058673,Point Break,2015-12-03,5.5,795.0
387426,tt3967856,Okja,2017-05-19,7.7,795.0
109410,tt0453562,42,2013-04-12,6.8,795.0
180863,tt2763304,T2 Trainspotting,2017-01-27,7.1,795.0
267193,tt3381008,Grimsby,2016-02-24,5.7,794.0
8741,tt0120863,The Thin Red Line,1998-12-25,7.2,793.0
4512,tt0443680,The Assassination of Jesse James by the Coward Robert Ford,2007-09-02,7.0,792.0
149,tt0094625,Akira,1988-07-16,7.8,792.0
37821,tt1103153,Killers,2010-06-04,5.7,792.0
1213,tt0134119,The Talented Mr. Ripley,1999-12-25,7.1,790.0
304410,tt3547740,The Bélier Family,2014-12-17,7.0,789.0
256274,tt2870612,"As Above, So Below",2014-08-14,6.1,788.0
83899,tt1853739,You're Next,2011-09-10,6.6,787.0
1267,tt0396555,Meet the Robinsons,2007-03-23,6.7,787.0
20048,tt1093908,Confessions of a Shopaholic,2009-02-05,6.1,787.0
7220,tt0330793,The Punisher,2004-04-15,6.1,786.0
82525,tt1615065,Savages,2012-07-06,6.2,784.0
4513,tt0389722,30 Days of Night,2007-10-17,6.2,784.0
19898,tt1188729,Pandorum,2009-09-08,6.5,783.0
2899,tt0250223,Asterix & Obelix: Mission Cleopatra,2002-01-29,7.2,782.0
944,tt0122151,Lethal Weapon 4,1998-07-10,6.3,782.0
421,tt0362270,The Life Aquatic with Steve Zissou,2004-12-10,7.1,781.0
325348,tt3072482,Hardcore Henry,2015-09-12,6.2,780.0
210479,tt2692904,Locke,2014-04-10,6.9,780.0
9257,tt0257076,S.W.A.T.,2003-08-08,5.8,780.0
246741,tt3416742,What We Do in the Shadows,2014-06-19,7.4,779.0
4257,tt0362120,Scary Movie 4,2006-04-13,5.3,779.0
18501,tt1034032,Gamer,2009-09-03,5.6,778.0
228326,tt2262227,The Book of Life,2014-10-01,7.3,778.0
239571,tt1972779,The Best of Me,2014-10-16,7.2,777.0
77866,tt1524137,Contraband,2012-01-12,6.1,777.0
25,tt0418763,Jarhead,2005-11-04,6.6,776.0
58224,tt1396218,Mr. Popper's Penguins,2011-06-17,5.7,775.0
9801,tt0317198,Bridget Jones: The Edge of Reason,2004-11-10,6.1,775.0
71,tt0249462,Billy Elliot,2000-05-18,7.4,774.0
657,tt0057076,From Russia with Love,1963-10-11,6.9,773.0
309809,tt1754656,The Little Prince,2015-07-29,7.6,771.0
23437,tt1179056,A Nightmare on Elm Street,2010-04-30,5.5,771.0
239563,tt2170593,St. Vincent,2014-10-09,7.1,770.0
2292,tt0109445,Clerks,1994-09-13,7.4,769.0
16859,tt0097814,Kiki's Delivery Service,1989-07-29,7.6,768.0
622,tt0142688,The Ninth Gate,1999-08-24,6.3,768.0
9820,tt0120783,The Parent Trap,1998-07-28,6.8,768.0
9614,tt0116483,Happy Gilmore,1996-02-16,6.5,767.0
88794,tt1616195,J. Edgar,2011-11-09,6.0,766.0
1541,tt0103074,Thelma & Louise,1991-05-24,7.2,766.0
382591,tt5078204,Two Is a Family,2016-12-07,7.6,765.0
9355,tt0089530,Mad Max Beyond Thunderdome,1985-06-29,5.9,765.0
9889,tt0256380,Shallow Hal,2001-11-01,5.7,764.0
9475,tt0105323,Scent of a Woman,1992-12-23,7.3,763.0
1621,tt0086465,Trading Places,1983-06-07,7.1,763.0
251516,tt3472226,Kung Fury,2015-05-22,7.6,762.0
319,tt0108399,True Romance,1993-09-09,7.5,762.0
72113,tt1692486,Carnage,2011-09-16,7.0,760.0
765,tt0092991,Evil Dead II,1987-03-13,7.5,760.0
768,tt0120681,From Hell,2001-10-19,6.6,758.0
41439,tt1477076,Saw: The Final Chapter,2010-10-21,5.8,758.0
440,tt0758730,Aliens vs Predator: Requiem,2007-12-25,4.9,758.0
793,tt0090756,Blue Velvet,1986-08-01,7.7,758.0
18533,tt1172570,Bronson,2008-10-09,6.9,756.0
8584,tt0184894,Shanghai Noon,2000-05-26,6.2,756.0
9598,tt0112431,Babe,1995-07-18,6.0,756.0
9354,tt0097523,"Honey, I Shrunk the Kids",1989-06-22,6.1,756.0
914,tt0032553,The Great Dictator,1940-10-15,8.1,756.0
23047,tt0479997,Season of the Witch,2011-01-07,5.2,756.0
22804,tt1233227,Saw VI,2009-10-22,6.0,755.0
42188,tt1334260,Never Let Me Go,2010-09-15,6.8,755.0
10313,tt1234548,The Men Who Stare at Goats,2009-10-17,5.9,755.0
68730,tt0490215,Silence,2016-12-22,7.0,754.0
49520,tt1488555,The Change-Up,2011-08-05,5.9,753.0
10999,tt0088944,Commando,1985-10-03,6.4,753.0
8413,tt0119081,Event Horizon,1997-08-15,6.4,752.0
64689,tt1764234,Killing Them Softly,2012-09-20,5.8,751.0
393457,tt2671706,Fences,2016-12-16,6.7,750.0
229297,tt2870756,Magic in the Moonlight,2014-07-25,6.5,749.0
4234,tt0134084,Scream 3,2000-02-03,5.7,749.0
341013,tt2406566,Atomic Blonde,2017-07-26,6.1,748.0
59678,tt1478964,Attack the Block,2011-05-12,6.3,748.0
16614,tt1091722,Adventureland,2009-04-03,6.4,748.0
107811,tt1711425,21 & Over,2013-03-01,5.7,748.0
872,tt0045152,Singin' in the Rain,1952-04-10,7.9,747.0
3558,tt0172493,"Girl, Interrupted",1999-12-21,7.6,747.0
9361,tt0104691,The Last of the Mohicans,1992-09-25,7.1,747.0
179144,tt2358891,The Great Beauty,2013-05-21,7.3,745.0
62838,tt1598822,New Year's Eve,2011-12-08,5.7,744.0
1262,tt0420223,Stranger Than Fiction,2006-09-09,7.1,743.0
169,tt0100403,Predator 2,1990-11-20,6.0,743.0
11283,tt0396752,Nanny McPhee,2005-10-21,6.4,742.0
1955,tt0080678,The Elephant Man,1980-10-02,7.9,740.0
339527,tt1291570,Solace,2015-09-03,6.2,740.0
192,tt0091605,The Name of the Rose,1986-09-24,7.2,739.0
8872,tt0105793,Wayne's World,1992-02-14,6.5,738.0
2976,tt0427327,Hairspray,2007-07-13,6.5,738.0
11247,tt0356470,A Cinderella Story,2004-07-10,6.1,737.0
376866,tt1619029,Jackie,2016-12-02,6.5,737.0
335796,tt4361050,Ouija: Origin of Evil,2016-10-20,5.8,735.0
140420,tt2388725,Paperman,2012-11-02,8.0,734.0
80,tt0381681,Before Sunset,2004-02-10,7.6,734.0
265177,tt3612616,Mommy,2014-05-22,8.2,734.0
41436,tt1536044,Paranormal Activity 2,2010-10-20,5.7,734.0
10358,tt1007028,Zack and Miri Make a Porno,2008-09-18,6.1,734.0
228165,tt2279373,The SpongeBob Movie: Sponge Out of Water,2015-02-05,5.7,733.0
124459,tt0790628,The Incredible Burt Wonderstone,2013-03-14,5.3,732.0
69,tt0358273,Walk the Line,2005-09-13,7.3,732.0
5925,tt0057115,The Great Escape,1963-06-20,7.8,731.0
8922,tt0263488,Jeepers Creepers,2001-07-01,6.1,731.0
164457,tt1206543,Out of the Furnace,2013-12-06,6.5,731.0
7461,tt0443274,Vantage Point,2008-02-01,6.3,731.0
462,tt0195685,Erin Brockovich,2000-03-17,7.1,730.0
783,tt0083987,Gandhi,1982-11-30,7.4,730.0
22972,tt0947810,Green Zone,2010-03-11,6.4,730.0
819,tt0117665,Sleepers,1996-10-18,7.3,729.0
6978,tt0090728,Big Trouble in Little China,1986-05-30,7.1,727.0
64685,tt0477302,Extremely Loud & Incredibly Close,2011-12-24,6.9,726.0
2652,tt0424136,Hard Candy,2005-01-14,6.8,726.0
9792,tt0454841,The Hills Have Eyes,2006-03-10,6.1,726.0
11130,tt0368933,The Princess Diaries 2: Royal Engagement,2004-08-06,6.0,726.0
331214,tt0185906,Band of Brothers,2001-09-09,8.2,725.0
11007,tt0349205,Cheaper by the Dozen,2003-12-24,6.0,725.0
9593,tt0107362,Last Action Hero,1993-06-18,6.1,725.0
84199,tt1763303,The First Time,2012-10-19,7.1,725.0
109091,tt2193215,The Counselor,2013-10-25,5.0,724.0
926,tt0177789,Galaxy Quest,1999-12-23,6.9,722.0
11674,tt0115433,101 Dalmatians,1996-11-17,5.6,722.0
81796,tt1592525,Lockout,2012-04-12,5.8,722.0
149870,tt2013293,The Wind Rises,2013-07-20,7.7,720.0
1103,tt0082340,Escape from New York,1981-05-22,6.9,720.0
68722,tt1560747,The Master,2012-09-07,7.0,720.0
152742,tt1924396,The Best Offer,2013-01-01,7.7,719.0
260514,tt3606752,Cars 3,2017-06-15,6.6,718.0
97,tt0084827,Tron,1982-07-09,6.6,717.0
8202,tt0402022,Æon Flux,2005-11-30,5.4,717.0
9327,tt0117218,The Nutty Professor,1996-06-26,5.4,717.0
264999,tt2268016,Magic Mike XXL,2015-07-01,6.2,716.0
12556,tt0821640,Ghosts of Girlfriends Past,2009-05-01,5.6,716.0
41216,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,6.5,715.0
401104,tt5541240,To the Bone,2017-01-22,7.3,714.0
865,tt0093894,The Running Man,1987-11-13,6.4,713.0
88005,tt1307068,Seeking a Friend for the End of the World,2012-06-22,6.3,713.0
2005,tt0105417,Sister Act,1992-05-28,6.5,713.0
6972,tt0455824,Australia,2008-11-18,6.3,712.0
77931,tt2017020,The Smurfs 2,2013-07-30,5.5,711.0
38321,tt0822847,Priest,2011-05-05,5.4,710.0
167,tt0272152,K-PAX,2001-10-22,7.1,710.0
6415,tt0120188,Three Kings,1999-09-27,6.6,709.0
11282,tt0366551,Harold & Kumar Go to White Castle,2004-05-30,6.6,709.0
8848,tt0200465,The Bank Job,2008-02-28,6.6,708.0
6038,tt0300471,Shanghai Knights,2003-02-06,6.0,707.0
9574,tt0119137,Flubber,1997-11-26,5.3,707.0
332210,tt4624424,Storks,2016-09-22,6.7,706.0
612,tt0408306,Munich,2005-12-22,7.0,706.0
184346,tt2377322,Deliver Us from Evil,2014-07-01,5.9,705.0
245703,tt2649554,Midnight Special,2016-02-18,6.2,705.0
3050,tt0118998,Doctor Dolittle,1998-06-22,5.4,705.0
222936,tt1243974,Aloha,2015-05-27,5.2,704.0
12153,tt0381707,White Chicks,2004-06-23,6.3,704.0
49021,tt1448755,Killer Elite,2011-09-23,6.1,703.0
36685,tt0073629,The Rocky Horror Picture Show,1975-08-14,7.4,703.0
1370,tt0095956,Rambo III,1988-05-24,5.7,703.0
51739,tt1568921,The Secret World of Arrietty,2010-07-16,7.4,701.0
100241,tt1418377,"I, Frankenstein",2014-01-22,5.1,701.0
308639,tt3850214,Dope,2015-06-19,7.2,698.0
3597,tt0119345,I Know What You Did Last Summer,1997-10-17,5.6,698.0
228066,tt1976009,Victor Frankenstein,2015-11-10,5.6,697.0
294272,tt2788732,Pete's Dragon,2016-08-10,6.2,697.0
313922,tt4062536,Green Room,2016-04-15,6.7,696.0
13363,tt0756683,The Man from Earth,2007-06-10,7.7,696.0
10066,tt0397065,House of Wax,2005-04-30,5.5,696.0
147773,tt1727388,The Way Way Back,2013-06-06,7.1,695.0
1574,tt0299658,Chicago,2002-12-26,6.9,695.0
406,tt0113247,La Haine,1995-05-31,7.9,695.0
11430,tt0318403,The Lion King 1½,2004-02-06,6.3,694.0
1598,tt0101540,Cape Fear,1991-11-15,7.0,692.0
9655,tt0454945,She's the Man,2006-03-17,6.4,691.0
43923,tt0804497,It's Kind of a Funny Story,2010-07-06,6.9,691.0
286554,tt2140619,Two Night Stand,2014-09-26,6.3,690.0
170687,tt0787474,The Boxtrolls,2014-09-10,6.6,689.0
2044,tt0410297,The Lake House,2006-06-16,6.5,689.0
63492,tt0770703,What's Your Number?,2011-09-30,6.2,689.0
208134,tt3063516,Bad Grandpa,2013-10-22,6.0,688.0
23398,tt1231580,Alvin and the Chipmunks: The Squeakquel,2009-12-21,5.3,688.0
353491,tt1648190,The Dark Tower,2017-08-03,5.7,688.0
11545,tt0128445,Rushmore,1998-09-17,7.5,688.0
1375,tt0100507,Rocky V,1990-10-18,5.3,688.0
154,tt0084726,Star Trek II: The Wrath of Khan,1982-06-03,7.3,688.0
212716,tt1486834,What If,2013-09-07,6.7,688.0
17609,tt0870984,Antichrist,2009-05-18,6.4,687.0
9381,tt0364970,Babylon A.D.,2008-08-20,5.4,687.0
71859,tt1242460,We Need to Talk About Kevin,2011-09-28,7.4,687.0
10204,tt0327437,Around the World in 80 Days,2004-06-16,5.7,687.0
280996,tt3168230,Mr. Holmes,2015-06-19,6.5,686.0
8346,tt0259446,My Big Fat Greek Wedding,2002-02-22,6.2,686.0
72571,tt1778304,Paranormal Activity 3,2011-10-19,5.9,685.0
968,tt0072890,Dog Day Afternoon,1975-08-11,7.6,685.0
37472,tt1386932,Ip Man 2,2010-04-21,7.2,684.0
26389,tt1179034,From Paris with Love,2010-02-05,6.2,684.0
6278,tt0253556,Reign of Fire,2002-07-12,6.0,684.0
37707,tt1017460,Splice,2009-10-06,5.5,682.0
319888,tt1083452,Eddie the Eagle,2016-02-26,7.2,682.0
1268,tt0453451,Mr. Bean's Holiday,2007-03-22,6.1,682.0
7512,tt0387808,Idiocracy,2006-09-01,6.3,681.0
11439,tt1139328,The Ghost Writer,2010-02-12,6.7,681.0
619,tt0103855,The Bodyguard,1992-11-25,6.2,681.0
1278,tt0309987,The Dreamers,2003-09-01,7.2,680.0
152747,tt2017038,All Is Lost,2013-10-18,6.6,679.0
85446,tt1800741,Step Up Revolution,2012-07-26,6.7,679.0
18947,tt1131729,The Boat That Rocked,2009-04-01,7.2,678.0
262543,tt1971325,Automata,2014-10-09,5.6,677.0
7484,tt0400717,Open Season,2006-09-29,6.1,676.0
595,tt0056592,To Kill a Mockingbird,1962-12-25,7.9,676.0
2207,tt0450232,16 Blocks,2006-03-01,6.2,675.0
8643,tt0404032,The Exorcism of Emily Rose,2005-09-09,6.3,675.0
9352,tt0356150,EuroTrip,2004-02-20,6.5,673.0
301351,tt3787590,We Are Your Friends,2015-08-26,6.3,673.0
204922,tt1726592,Before I Go to Sleep,2014-09-03,6.2,672.0
104,tt0130827,Run Lola Run,1998-08-20,7.2,672.0
14337,tt0390384,Primer,2004-10-08,6.9,671.0
10601,tt0316396,Peter Pan,2003-12-25,6.9,671.0
13455,tt0465580,Push,2009-02-06,5.9,671.0
199,tt0117731,Star Trek: First Contact,1996-11-21,7.0,671.0
